sector	row	seat	price_rub	offer_id
сектор d229	26	13	6800	6a0acd8912f6ef70020743fb
сектор d229	26	14	6800	6a0acd8912f6ef70020743fb
сектор d229	29	6	7650	6a06f61e12f6ef7002fd51a1
сектор d229	29	7	7650	6a06f61e12f6ef7002fd51a1
сектор d229	29	8	7650	6a06f61e12f6ef7002fd51a1
сектор d229	29	9	7650	6a06f61e12f6ef7002fd51a1
сектор d229	34	21	7140	6a076c6012f6ef7002fff644
сектор d229	34	22	7140	6a076c6012f6ef7002fff644
сектор d229	34	23	7140	6a076c6012f6ef7002fff644
сектор d229	34	24	7140	6a076c6012f6ef7002fff644
сектор d230	24	8	8500	6a060c5212f6ef7002fa9a36
сектор d230	24	9	8500	6a060c5212f6ef7002fa9a36
сектор d230	24	10	8500	6a060c5212f6ef7002fa9a36
сектор d230	24	11	8500	6a060c5212f6ef7002fa9a36
сектор d231	7	8	6800	6a060bd612f6ef7002fa98bd
сектор d231	15	4	7650	6a09aece12f6ef700204b26f
сектор d231	16	12	7650	6a09aec312f6ef700204b245
сектор d231	17	8	8500	6a060c0b12f6ef7002fa998a
сектор d231	17	9	8500	6a060c0b12f6ef7002fa998a
сектор d231	17	10	8500	6a060c0b12f6ef7002fa998a
сектор d231	17	11	8500	6a060c0b12f6ef7002fa998a
сектор d231	20	7	6800	6a06f11012f6ef7002fd22af
сектор d231	20	8	6800	6a06f11012f6ef7002fd22af
сектор d231	20	9	6800	6a06f11012f6ef7002fd22af
сектор d231	20	10	6800	6a06f11012f6ef7002fd22af
сектор d231	23	13	7650	6a09aede12f6ef700204b288
сектор d231	25	19	7650	6a09aeea12f6ef700204b300
сектор d231	33	1	8500	6a09abf912f6ef700204a341
сектор d231	33	2	8500	6a09abf912f6ef700204a341
сектор d231	33	3	8500	6a09abf912f6ef700204a341
сектор d231	33	4	8500	6a09abf912f6ef700204a341
сектор d232	29	1	8500	6a06f66712f6ef7002fd55d7
сектор d232	29	2	8500	6a06f66712f6ef7002fd55d7
сектор d232	29	3	8500	6a06f66712f6ef7002fd55d7
сектор d232	29	4	8500	6a06f66712f6ef7002fd55d7
сектор d232	29	5	8500	6a06f66712f6ef7002fd55d7
сектор d232	29	6	8500	6a06f66712f6ef7002fd55d7
сектор d232	30	6	8500	6a060b4412f6ef7002fa96a7
сектор d232	30	7	8500	6a060b4412f6ef7002fa96a7
сектор d232	30	8	8500	6a060b4412f6ef7002fa96a7
сектор d232	30	9	8500	6a060b4412f6ef7002fa96a7
